Key 0,Key 1,Key 2,Key 3,Key 4,Key,Done,en,de,it,ru,es,fr,pt,pl,cs,th,hu
Campaign,Regular,The Circle Undone,Scenario,In the Clutches of Chaos,Campaign/Regular/The Circle Undone/Scenario/In the Clutches of Chaos,TRUE,In the Clutches of Chaos,In den Fängen des Chaos,Nelle Grinfie del Caos,В когтях Хаоса,En las Garras del Caos,Dans les Griffes du Chaos,,,,,
Campaign,Regular,The Circle Undone,Scenario,The Secret Name,Campaign/Regular/The Circle Undone/Scenario/The Secret Name,TRUE,The Secret Name,Der geheime Name,Il Nome Segreto,Тайное имя,El Nombre Secreto,Le Nom Secret,,,,,
Campaign,Regular,The Circle Undone,Scenario,The Wages of Sin,Campaign/Regular/The Circle Undone/Scenario/The Wages of Sin,TRUE,The Wages of Sin,Der Sünde Lohn,Il Prezzo del Peccato,Расплата за грехи,La Paga del Pecado,Le Salaire du Péché,,,,,
Campaign,Regular,The Circle Undone,Scenario,The Witching Hour,Campaign/Regular/The Circle Undone/Scenario/The Witching Hour,TRUE,The Witching Hour,Hexenstunde,L'Ora delle Streghe,Час ведьмовства,La Hora Bruja,L'Heure des Sorcières,,,,,
Campaign,Regular,The Circle Undone,Scenario,Union and Disillusion,Campaign/Regular/The Circle Undone/Scenario/Union and Disillusion,TRUE,Union and Disillusion,Einheit und Ernüchterung,Unione e Disillusione,Единство и разочарование,Unión y Desilusión,Union et Désillusion,,,,,
Campaign,Regular,The Dream-Eaters,Encounter,Agents of Atlach-Nacha,Campaign/Regular/The Dream-Eaters/Encounter/Agents of Atlach-Nacha,TRUE,Agents of Atlach-Nacha,Anhänger von Atlach-Nacha,,Агенты Атлач-Начи,Agentes de Atlach-Nacha,Agents d'Atlach-Nacha,,Agenci Atlach-Nachy,,,
Campaign,Regular,The Dream-Eaters,Encounter,Agents of Nyarlathotep,Campaign/Regular/The Dream-Eaters/Encounter/Agents of Nyarlathotep,TRUE,Agents of Nyarlathotep,Anhänger von Nyarlathotep,,Агенты Ньярлатхотепа,Agentes de Nyarlathotep,Agents de Nyarlathotep,,Agenci Nyarlathotepa,,,
Campaign,Regular,The Dream-Eaters,Encounter,Corsairs,Campaign/Regular/The Dream-Eaters/Encounter/Corsairs,TRUE,Corsairs,Korsaren,,Корсары,Corsarios,Les Corsaires,,Korsarze,,,
Campaign,Regular,The Dream-Eaters,Encounter,Creatures of the Underworld,Campaign/Regular/The Dream-Eaters/Encounter/Creatures of the Underworld,TRUE,Creatures of the Underworld,Kreaturen aus der Unterwelt,,Жители Подземного мира,Criaturas del Mundo Subterráneo,Créatures du Monde Souterrain,,Istoty z podziemi,,,
Campaign,Regular,The Dream-Eaters,Encounter,Descent into the Pitch,Campaign/Regular/The Dream-Eaters/Encounter/Descent into the Pitch,TRUE,Descent into the Pitch,Abstieg in die Schwärze,,,Descenso a la Brea,Descente dans l'Asphalte,,W odmetach smoły,,,
Campaign,Regular,The Dream-Eaters,Encounter,Dreamer's Curse,Campaign/Regular/The Dream-Eaters/Encounter/Dreamer's Curse,TRUE,Dreamer's Curse,Der Fluch des Träumers,,,Maldición del Soñador,Malédiction du Rêveur,,Klatwa sniacego,,,
Campaign,Regular,The Dream-Eaters,Encounter,Dreamlands,Campaign/Regular/The Dream-Eaters/Encounter/Dreamlands,TRUE,Dreamlands,Traumlande,,,Tierras del Sueño,Contrées du Rêve,,Kraina Snow,,,
Campaign,Regular,The Dream-Eaters,Encounter,Merging Realities,Campaign/Regular/The Dream-Eaters/Encounter/Merging Realities,TRUE,Merging Realities,Vermischte Realitäten,,,Realidades Mezcladas,Réalités Fusionnées,,Fuzja rzeczywistosci,,,
Campaign,Regular,The Dream-Eaters,Encounter,Spiders,Campaign/Regular/The Dream-Eaters/Encounter/Spiders,TRUE,Spiders,Spinnen,,,Arañas,Les Araignées,,Pajaki,,,
Campaign,Regular,The Dream-Eaters,Encounter,Terror of the Vale,Campaign/Regular/The Dream-Eaters/Encounter/Terror of the Vale,TRUE,Terror of the Vale,Schrecken aus dem Tal,,,Terror del Valle,Terreur de la Vallée,,Koszmar z Doliny,,,
Campaign,Regular,The Dream-Eaters,Encounter,Whispers of Hypnos,Campaign/Regular/The Dream-Eaters/Encounter/Whispers of Hypnos,TRUE,Whispers of Hypnos,Geflüster des Hypnos,,,Susurros de Hypnos,Murmures d'Hypnos,,Szepty Hypnosa,,,
Campaign,Regular,The Dream-Eaters,Encounter,Zoogs,Campaign/Regular/The Dream-Eaters/Encounter/Zoogs,TRUE,Zoogs,Zoogs,,,Zoogs,Les Zoogs,,Zugi,,,
Campaign,Regular,The Dream-Eaters,Scenario,A Thousand Shapes of Horror,Campaign/Regular/The Dream-Eaters/Scenario/A Thousand Shapes of Horror,TRUE,A Thousand Shapes of Horror,Tausend Formen des Schreckens,,,Mil Formas de Horror,Mille Nuances d'Horreur,,Koszmar tysiaca wcielen,,,
Campaign,Regular,The Dream-Eaters,Scenario,Beyond the Gates of Sleep,Campaign/Regular/The Dream-Eaters/Scenario/Beyond the Gates of Sleep,TRUE,Beyond the Gates of Sleep,Hinter den Toren des Schlafes,,,Más allá de las Puertas del Sueño,Par-delà le Mur du Sommeil,,Przez wrota snu,,,
Campaign,Regular,The Dream-Eaters,Scenario,Dark Side of the Moon,Campaign/Regular/The Dream-Eaters/Scenario/Dark Side of the Moon,TRUE,Dark Side of the Moon,Die dunkle Seite des Mondes,,,El Lado Oscuro de la Luna,La Face Cachée de la Lune,,Ciemna strona Ksiezyca,,,
Campaign,Regular,The Dream-Eaters,Scenario,Point of No Return,Campaign/Regular/The Dream-Eaters/Scenario/Point of No Return,TRUE,Point of No Return,Kein Zurück mehr,,,Punto sin Retorno,Point de Non-Retour,,Nie ma odwrotu,,,
Campaign,Regular,The Dream-Eaters,Scenario,The Search for Kadath,Campaign/Regular/The Dream-Eaters/Scenario/The Search for Kadath,TRUE,The Search for Kadath,Die Suche nach Kadath,,,La Búsqueda de Kadath,À la Recherche de Kadath,,Poszukiwania Kadath,,,
Campaign,Regular,The Dream-Eaters,Scenario,Waking Nightmare,Campaign/Regular/The Dream-Eaters/Scenario/Waking Nightmare,TRUE,Waking Nightmare,Erwachter Abtraum,,,Pesadilla Consciente,Cauchemar Éveillé,,Koszmar na jawie,,,
Campaign,Regular,The Dream-Eaters,Scenario,Weaver of the Cosmos,Campaign/Regular/The Dream-Eaters/Scenario/Weaver of the Cosmos,TRUE,Weaver of the Cosmos,Weber des Kosmos,,,Tejedora del Cosmos,Tisseuse du Chaos,,Tkaczka kosmosu,,,
Campaign,Regular,The Dream-Eaters,Scenario,Where the Gods Dwell,Campaign/Regular/The Dream-Eaters/Scenario/Where the Gods Dwell,TRUE,Where the Gods Dwell,Wo Götter wohnen,,,Donde Moran los Dioses,La Demeure des Dieux,,Gdzie mieszkaja bogowie,,,
Campaign,Regular,The Drowned City,Encounter,Alien Machinery,Campaign/Regular/The Drowned City/Encounter/Alien Machinery,TRUE,Alien Machinery,Fremdartige Maschinerie,Macchinario Alieno,,Maquinaria Alienígena,,,,,,Idegen gépezet
Campaign,Regular,The Drowned City,Encounter,Cosmic Legacy,Campaign/Regular/The Drowned City/Encounter/Cosmic Legacy,TRUE,Cosmic Legacy,Kosmisches Vermächtnis,Eredità Cosmica,,Legado Cósmico,,,,,,Kozmikus örökség
Campaign,Regular,The Drowned City,Encounter,Deep Ones,Campaign/Regular/The Drowned City/Encounter/Deep Ones,TRUE,Deep Ones,Tiefe Wesen,Abitatori del Profondo,,Profundos,,,,,,Mélységlakók
Campaign,Regular,The Drowned City,Encounter,Domination,Campaign/Regular/The Drowned City/Encounter/Domination,TRUE,Domination,Vorherrschaft,Dominio,,Dominación,,,,,,Uralom
Campaign,Regular,The Drowned City,Encounter,Dreams,Campaign/Regular/The Drowned City/Encounter/Dreams,TRUE,Dreams,Träume,Sogni,,Sueños,,,,,,Álmok
Campaign,Regular,The Drowned City,Encounter,Elder Mist,Campaign/Regular/The Drowned City/Encounter/Elder Mist,TRUE,Elder Mist,Älterer Dunst,Foschia Antica,,Niebla Primordial,,,,,,Ősi köd
Campaign,Regular,The Drowned City,Encounter,Expedition,Campaign/Regular/The Drowned City/Encounter/Expedition,TRUE,Expedition,Expedition,Spedizione,,Expedición,,,,,,Expedíció
Campaign,Regular,The Drowned City,Encounter,Flood,Campaign/Regular/The Drowned City/Encounter/Flood,TRUE,Flood,Flut,Inondazione,,Inundación,,,,,,Áradás
Campaign,Regular,The Drowned City,Encounter,Pilgrims,Campaign/Regular/The Drowned City/Encounter/Pilgrims,TRUE,Pilgrims,Pilger,Pellegrini,,Peregrinos,,,,,,Zarándokok
Campaign,Regular,The Drowned City,Encounter,R'lyeh,Campaign/Regular/The Drowned City/Encounter/R'lyeh,TRUE,R'lyeh,R'lyeh,R'lyeh,,R'lyeh,,,,,,R'lyeh
Campaign,Regular,The Drowned City,Encounter,Star Spawn,Campaign/Regular/The Drowned City/Encounter/Star Spawn,TRUE,Star Spawn,Sternengezücht,Progenie Stellare,,Semilla Estelar,,,,,,Csillagsarj
Campaign,Regular,The Drowned City,Encounter,Stowaways,Campaign/Regular/The Drowned City/Encounter/Stowaways,TRUE,Stowaways,Nistlinge,Clandestini,,Polizones,,,,,,Rejtőzködők
Campaign,Regular,The Drowned City,Encounter,Tasks,Campaign/Regular/The Drowned City/Encounter/Tasks,TRUE,Tasks,Aufgaben,Imprese,,Tareas,,,,,,Feladatok
Campaign,Regular,The Drowned City,Encounter,The Inescapable,Campaign/Regular/The Drowned City/Encounter/The Inescapable,TRUE,The Inescapable,Das Unausweichliche,Ineluttabile,,El Ineludible,,,,,,Az Elkerülhetetlen
Campaign,Regular,The Drowned City,Encounter,Undersea Creatures,Campaign/Regular/The Drowned City/Encounter/Undersea Creatures,TRUE,Undersea Creatures,Unterwasserkreaturen,Creature Sottomarine,,Criaturas Submarinas,,,,,,Tengeralatti teremtmények
Campaign,Regular,The Drowned City,Scenario,Court of the Ancients,Campaign/Regular/The Drowned City/Scenario/Court of the Ancients,TRUE,Court of the Ancients,Der Hof der Uralten,La Corte degli Antichi,,La Corte de los Antiguos,,,,,,Az ősök palotája
Campaign,Regular,The Drowned City,Scenario,Obsidian Canyons,Campaign/Regular/The Drowned City/Scenario/Obsidian Canyons,TRUE,Obsidian Canyons,Obsidianschluchten,Le Gole di Ossidiana,,Cañones de Obsidiana,,,,,,Obszidián kanyonok
Campaign,Regular,The Drowned City,Scenario,One Last Job,Campaign/Regular/The Drowned City/Scenario/One Last Job,TRUE,One Last Job,Ein letzter Job,Un Ultimo Lavoro,,Un Último Trabajo,,,,,,Az utolsó meló
Campaign,Regular,The Drowned City,Scenario,Sepulchre of the Sleeper,Campaign/Regular/The Drowned City/Scenario/Sepulchre of the Sleeper,TRUE,Sepulchre of the Sleeper,Die Gruft des Schläfers,Il Sepolcro del Dormiente,,Sepulcro del durmiente,,,,,,Az alvó sírkamrája
Campaign,Regular,The Drowned City,Scenario,The Apiary,Campaign/Regular/The Drowned City/Scenario/The Apiary,TRUE,The Apiary,Das Apiarium,L'Alveare,,El Apiario,,,,,,A kaptár
Campaign,Regular,The Drowned City,Scenario,The Doom of Arkham Part I,Campaign/Regular/The Drowned City/Scenario/The Doom of Arkham Part I,TRUE,The Doom of Arkham Part I,Arkhams Verderben (Teil I),Il Destino di Arkham Parte I,,La Perdición de Arkham Parte I,,,,,,Arkham végzete - I. rész
Campaign,Regular,The Drowned City,Scenario,The Doom of Arkham Part II,Campaign/Regular/The Drowned City/Scenario/The Doom of Arkham Part II,TRUE,The Doom of Arkham Part II,Arkhams Verderben (Teil II),Il Destino di Arkham Parte II,,La Perdición de Arkham Parte II,,,,,,Arkham végzete - II. rész
Campaign,Regular,The Drowned City,Scenario,The Drowned Quarter,Campaign/Regular/The Drowned City/Scenario/The Drowned Quarter,TRUE,The Drowned Quarter,Das überflutete Viertel,Il Quartiere Sommerso,,El Barrio Sumergido,,,,,,A vízbe fulladt városrész
Campaign,Regular,The Drowned City,Scenario,The Grand Vault,Campaign/Regular/The Drowned City/Scenario/The Grand Vault,TRUE,The Grand Vault,Das große Gewölbe,La Grande Cripta,,La Gran Cámara,,,,,,A főkripta
Campaign,Regular,The Drowned City,Scenario,The Western Wall,Campaign/Regular/The Drowned City/Scenario/The Western Wall,TRUE,The Western Wall,Der Westwall,La Parete Occidentale,,La Muralla Occidental,,,,,,A nyugati fal
Campaign,Regular,The Dunwich Legacy,Encounter,Armitage's Fate,Campaign/Regular/The Dunwich Legacy/Encounter/Armitage's Fate,TRUE,Armitage's Fate,Armitages Schicksal,Il Destino di Armitage,Судьба Армитеджа,El Destino de Armitage,Le Sort d'Armitage,O Destino de Armitage,Los Armitage'a,Armitageův osud,,Armitage sorsa
Campaign,Regular,The Dunwich Legacy,Encounter,Bad Luck,Campaign/Regular/The Dunwich Legacy/Encounter/Bad Luck,TRUE,Bad Luck,Pech,Malasorte,Невезение,Mala Suerte,Malchance,Má Sorte,Pech,Smůla,,Balszerencse
Campaign,Regular,The Dunwich Legacy,Encounter,Beast Thralls,Campaign/Regular/The Dunwich Legacy/Encounter/Beast Thralls,TRUE,Beast Thralls,Bestiendiener,Bestie Servitrici,Звери-миньоны,Esclavos Animales,Thralls Bestiaux,Feras-servis,Niewolnicy-bestie,Zvířecí poskoci,,Bestiális-tudatbábok
Campaign,Regular,The Dunwich Legacy,Encounter,Bishop's Thralls,Campaign/Regular/The Dunwich Legacy/Encounter/Bishop's Thralls,TRUE,Bishop's Thralls,Bishops Seelenlose Diener,Servitori di Bishop,Миньоны Бишопов,Esclavos de Bishop,Les Thralls de Bishop,Servos de Bishop,Niewolnicy Bishopa,Bishopovi poskoci,,Bishop szolgái
Campaign,Regular,The Dunwich Legacy,Encounter,Dunwich,Campaign/Regular/The Dunwich Legacy/Encounter/Dunwich,TRUE,Dunwich,Dunwich,Dunwich,Данвич,Dunwich,Dunwich,Dunwich,Dunwich,Dunwich,,Dunwich
Campaign,Regular,The Dunwich Legacy,Encounter,Hideous Abominations,Campaign/Regular/The Dunwich Legacy/Encounter/Hideous Abominations,TRUE,Hideous Abominations,Grässliche Abscheulichkeiten,Orrendi Abomini,Мерзкие чудовища,Abominaciones Espantosas,Hideuses Abominations,Abominações Horrendas,Ohydne wynaturzenia,Příšerné ohavnosti,,Visszataszító förtelmek
Campaign,Regular,The Dunwich Legacy,Encounter,Naomi's Crew,Campaign/Regular/The Dunwich Legacy/Encounter/Naomi's Crew,TRUE,Naomi's Crew,Naomis Truppe,La Banda di Naomi,Подручные Наоми,La Banda de Naomi,La Banque de Naomi,Bando de Naomi,Podwladni Naomi,Naomiina sebranka,,Naomi bandája
Campaign,Regular,The Dunwich Legacy,Encounter,Sorcery,Campaign/Regular/The Dunwich Legacy/Encounter/Sorcery,TRUE,Sorcery,Zauberei,Stregoneria,Чародейство,Brujería,Sorcellerie,Feitiçaria,Czarnoksiestwo,Čarodějnictví,,Varázslás
Campaign,Regular,The Dunwich Legacy,Encounter,The Beyond,Campaign/Regular/The Dunwich Legacy/Encounter/The Beyond,TRUE,The Beyond,Das Jenseits,L'Oltre,По ту сторону,El Más Allá,L'Au-Delà,O Além,Otchlan,Zásvětí,,Odaát
Campaign,Regular,The Dunwich Legacy,Encounter,Whippoorwills,Campaign/Regular/The Dunwich Legacy/Encounter/Whippoorwills,TRUE,Whippoorwills,Ziegenmelker,Succiacapre,Козодои,Chotacabras,Les Engoulevents,Curiangos,Lelki kozodoje,Lelci,,Kecskefejők
Campaign,Regular,The Dunwich Legacy,Scenario,Blood on the Altar,Campaign/Regular/The Dunwich Legacy/Scenario/Blood on the Altar,TRUE,Blood on the Altar,Blut auf dem Altar,Sangue sull'Altare,Кровь на алтаре,Sangre en el Altar,Du Sang sur l'Autel,Sangue no Altar,Krew na oltarzu,Krev na oltáři,,Vér az oltáron
Campaign,Regular,The Dunwich Legacy,Scenario,Extracurricular Activity,Campaign/Regular/The Dunwich Legacy/Scenario/Extracurricular Activity,TRUE,Extracurricular Activity,Aktivitäten außerhalb des Lehrplans,Attività Extracurricolare,Факультативные занятия,Actividad Extracurricular,Activité Extrascolaire,Atividade Extracurricular,Zajecia pozalekcyjne,Mimoškolní aktivity,,Tanórán kívüli tevékenység
Campaign,Regular,The Dunwich Legacy,Scenario,Lost in Time and Space,Campaign/Regular/The Dunwich Legacy/Scenario/Lost in Time and Space,TRUE,Lost in Time and Space,Verloren in Zeit und Raum,Oltre il Tempo e lo Spazio,Потерянные во времени и пространстве,Perdidos en el Tiempo y el Espacio,Perdu dans le Temps et l'Espace,Perdidos no Tempo e no Espaço,Zagubieni w czasie i przestrzeni,Ztracen v časoprostoru,,Elveszve Tér s Idő útvesztőiben
Campaign,Regular,The Dunwich Legacy,Scenario,The Essex County Express,Campaign/Regular/The Dunwich Legacy/Scenario/The Essex County Express,TRUE,The Essex County Express,Der Essex-County-Express,L'Espresso di Essex County,Экспресс округа Эссекс,El Essex County Express,L'Express du Comté d'Essex,O Expresso do Condado de Essex,Essex County Express,Essex County expres,,Az Essex megyei gyors
Campaign,Regular,The Dunwich Legacy,Scenario,The House Always Wins,Campaign/Regular/The Dunwich Legacy/Scenario/The House Always Wins,TRUE,The House Always Wins,Das Haus gewinnt immer,Il Banco Vince Sempre,Казино всегда в выигрыше,La Casa Siempre Gana,La Banque Gagne Toujours,A Casa Sempre Vence,Kasyno zawsze wygrywa,Dům vždy vyhrává,,A ház mindig nyer
Campaign,Regular,The Dunwich Legacy,Scenario,The Miskatonic Museum,Campaign/Regular/The Dunwich Legacy/Scenario/The Miskatonic Museum,TRUE,The Miskatonic Museum,Das Miskatonic-Museum,Il Museo della Miskatonic,Мискатоникский музей,El Museo Miskatonic,Le Musée Miskatonic,O Museu Miskatonic,Muzeum Miskatonic,Miskatonické muzeum,,A Miskatonic Múzeum
Campaign,Regular,The Dunwich Legacy,Scenario,Undimensioned and Unseen,Campaign/Regular/The Dunwich Legacy/Scenario/Undimensioned and Unseen,TRUE,Undimensioned and Unseen,Gestaltlos und unsichtbar,Le Dimensioni dell'Invisibile,Неизмеримые и невидимые,Invisibles y sin Dimensión,Aux Frontières du Visible,Imensurável e Invisível,Bezwymiarowe i niewidzialne,Bezrozměrní a neviditelní,,Dimenziótlan és láthatatlan
Campaign,Regular,The Dunwich Legacy,Scenario,Where Doom Awaits,Campaign/Regular/The Dunwich Legacy/Scenario/Where Doom Awaits,TRUE,Where Doom Awaits,Wo das Verderben wartet,Verso un Destino Oscuro,"Там, где ждёт погибель",Donde Aguarda la Perdición,Là où le Destin Attend,Onde a Perdição Aguarda,Gdzie czeka zaglada,Kde čeká zkáza,,Hol kárhozat vár
Campaign,Regular,The Feast of Hemlock Vale,Encounter,Agents of the Colour,Campaign/Regular/The Feast of Hemlock Vale/Encounter/Agents of the Colour,TRUE,Agents of the Colour,Anhänger der Farbe,,,Agentes del color,Agents de la Couleur,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Encounter,Blight,Campaign/Regular/The Feast of Hemlock Vale/Encounter/Blight,TRUE,Blight,Pesthauch,,,Plaga,Décrépitude,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Encounter,Day of Rain,Campaign/Regular/The Feast of Hemlock Vale/Encounter/Day of Rain,TRUE,Day of Rain,Regentag,,,Día de lluvia,Jour de Pluie,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Encounter,Day of Rest,Campaign/Regular/The Feast of Hemlock Vale/Encounter/Day of Rest,TRUE,Day of Rest,Ruhetag,,,Día de descanso,Jour de Repos,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Encounter,Day of the Feast,Campaign/Regular/The Feast of Hemlock Vale/Encounter/Day of the Feast,TRUE,Day of the Feast,Festtag,,,Día de la fiesta,Jour du Festin,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Encounter,Fire!,Campaign/Regular/The Feast of Hemlock Vale/Encounter/Fire!,TRUE,Fire!,Feuer!,,,¡Fuego!,Au Feu !,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Encounter,Heirlooms,Campaign/Regular/The Feast of Hemlock Vale/Encounter/Heirlooms,TRUE,Heirlooms,Erbstücke,,,Reliquias familiares,Héritages,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Encounter,Horrors in the Rock,Campaign/Regular/The Feast of Hemlock Vale/Encounter/Horrors in the Rock,TRUE,Horrors in the Rock,Schrecken im Felsen,,,Horrores en la roca,Horreurs des Roches,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Encounter,Mutations,Campaign/Regular/The Feast of Hemlock Vale/Encounter/Mutations,TRUE,Mutations,Mutationen,,,Mutaciones,Mutations,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Encounter,Myconids,Campaign/Regular/The Feast of Hemlock Vale/Encounter/Myconids,TRUE,Myconids,Mykoniden,,,Micónidos,Myconides,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Encounter,Refractions,Campaign/Regular/The Feast of Hemlock Vale/Encounter/Refractions,TRUE,Refractions,Brechungen,,,Refracciones,Réfractions,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Encounter,Residents,Campaign/Regular/The Feast of Hemlock Vale/Encounter/Residents,TRUE,Residents,Einwohner,,,Habitantes,Habitants,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Encounter,The Final Day,Campaign/Regular/The Feast of Hemlock Vale/Encounter/The Final Day,TRUE,The Final Day,Der letzte Tag,,,El último día,Le Dernier Jour,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Encounter,The First Day,Campaign/Regular/The Feast of Hemlock Vale/Encounter/The First Day,TRUE,The First Day,Der erste Tag,,,El primer día,Le Premier Jour,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Encounter,The Forest,Campaign/Regular/The Feast of Hemlock Vale/Encounter/The Forest,TRUE,The Forest,Der Wald,,,El bosque,La Forêt,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Encounter,The Second Day,Campaign/Regular/The Feast of Hemlock Vale/Encounter/The Second Day,TRUE,The Second Day,Der zweite Tag,,,El segundo día,Le Deuxième Jour,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Encounter,The Vale,Campaign/Regular/The Feast of Hemlock Vale/Encounter/The Vale,TRUE,The Vale,Das Tal,,,El Valle,Le Val,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Encounter,Transfiguration,Campaign/Regular/The Feast of Hemlock Vale/Encounter/Transfiguration,TRUE,Transfiguration,Mutationen,,,Transfiguración,Transfiguration,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Scenario,Fate of the Vale,Campaign/Regular/The Feast of Hemlock Vale/Scenario/Fate of the Vale,TRUE,Fate of the Vale,Das Schicksal des Tals,,,El destino del Valle,Destin de Vale,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Scenario,Hemlock House,Campaign/Regular/The Feast of Hemlock Vale/Scenario/Hemlock House,TRUE,Hemlock House,Das Hemlock-Haus,,,La Casa Cicuta,Hemlock House,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Scenario,The Longest Night,Campaign/Regular/The Feast of Hemlock Vale/Scenario/The Longest Night,TRUE,The Longest Night,Die längste Nacht,,,La noche más larga,La Nuit la Plus Longue,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Scenario,The Lost Sister,Campaign/Regular/The Feast of Hemlock Vale/Scenario/The Lost Sister,TRUE,The Lost Sister,Die verlorene Schwester,,,La hermana perdida,La Soeur Perdue,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Scenario,The Silent Heath,Campaign/Regular/The Feast of Hemlock Vale/Scenario/The Silent Heath,TRUE,The Silent Heath,Die Stille Heide,,,El páramo silencioso,La Lande Silencieuse,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Scenario,The Thing in the Depths,Campaign/Regular/The Feast of Hemlock Vale/Scenario/The Thing in the Depths,TRUE,The Thing in the Depths,Das Ding in den Tiefen,,,La cosa de las profundidades,La Chose des Profondeurs,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Scenario,The Twisted Hollow,Campaign/Regular/The Feast of Hemlock Vale/Scenario/The Twisted Hollow,TRUE,The Twisted Hollow,Die Verdrehte Hohl,,,La hondonada retorcida,La Vallon Tortueux,,,,,
Campaign,Regular,The Feast of Hemlock Vale,Scenario,Written in Rock,Campaign/Regular/The Feast of Hemlock Vale/Scenario/Written in Rock,TRUE,Written in Rock,In den Fels geschrieben,,,Escrito en la roca,Gravé Dans la Pierre,,,,,
Campaign,Regular,The Forgotten Age,Encounter,Agents of Yig,Campaign/Regular/The Forgotten Age/Encounter/Agents of Yig,TRUE,Agents of Yig,Agenten des Yig,Agenti di Yig,Агенты Йига,Agentes de Yig,Agents de Yig,,,,,Yig szolgálói
Campaign,Regular,The Forgotten Age,Encounter,Deadly Traps,Campaign/Regular/The Forgotten Age/Encounter/Deadly Traps,TRUE,Deadly Traps,Tödliche Fallen,Trappole Mortali,Смертельные ловушки,Trampas Letales,Pièges Mortels,,,,,Halálos csapdák
Campaign,Regular,The Forgotten Age,Encounter,Expedition,Campaign/Regular/The Forgotten Age/Encounter/Expedition,TRUE,Expedition,Expedition,Spedizione,Экспедиция,Expedición,Expédition,,,,,Expedíció
Campaign,Regular,The Forgotten Age,Encounter,Forgotten Ruins,Campaign/Regular/The Forgotten Age/Encounter/Forgotten Ruins,TRUE,Forgotten Ruins,Vergessene Ruinen,Rovine Dimenticate,Забытые руины,Ruinas Olvidadas,Ruines Oubliées,,,,,Elfeledett romok
Campaign,Regular,The Forgotten Age,Encounter,Guardians of Time,Campaign/Regular/The Forgotten Age/Encounter/Guardians of Time,TRUE,Guardians of Time,Wächter der Zeit,Guardiani del Tempio,Стражи времени,Guardianes del Tiempo,Gardiens du Temps,,,,,Időőrzők
Campaign,Regular,The Forgotten Age,Encounter,K'n-yan,Campaign/Regular/The Forgotten Age/Encounter/K'n-yan,TRUE,K'n-yan,K'n-yan,K'n-yan,К'ньян,K'n-yan,La Bouche de K'n-yan,,,,,K’n-yan
Campaign,Regular,The Forgotten Age,Encounter,Pillars of Judgment,Campaign/Regular/The Forgotten Age/Encounter/Pillars of Judgment,TRUE,Pillars of Judgment,Säulen des Urteils,Pilastri del Giudizio,Столпы судьбы,Columnas del Juicio,Pilliers du Jugement,,,,,Az ítélet oszlopai
Campaign,Regular,The Forgotten Age,Encounter,Pnakotic Brotherhood,Campaign/Regular/The Forgotten Age/Encounter/Pnakotic Brotherhood,TRUE,Pnakotic Brotherhood,Pnakotische Bruderschaft,Confraternita Pnakotica,Пнакотикское братство,Hermandad Pnakótica,Confrérie Pnakotique,,,,,Pnakotus testvériség
Campaign,Regular,The Forgotten Age,Encounter,Poison,Campaign/Regular/The Forgotten Age/Encounter/Poison,TRUE,Poison,Gift,Veleno,Отрава,Veneno,Poison,,,,,Méreg
Campaign,Regular,The Forgotten Age,Encounter,Rainforest,Campaign/Regular/The Forgotten Age/Encounter/Rainforest,TRUE,Rainforest,Regenwald,Foresta  Pluviale,Тропический лес,Selva,Forêt Vierge,,,,,Esőerdő
Campaign,Regular,The Forgotten Age,Encounter,Serpents,Campaign/Regular/The Forgotten Age/Encounter/Serpents,TRUE,Serpents,Schlangen,Serpenti,Змеи,Serpientes,Serpents,,,,,Kígyók
Campaign,Regular,The Forgotten Age,Encounter,Temporal Flux,Campaign/Regular/The Forgotten Age/Encounter/Temporal Flux,TRUE,Temporal Flux,Zeitströmung,Flusso Temporale,Искажения времени,Flujo Temporal,Flux Temporel,,,,,Időfolyam
Campaign,Regular,The Forgotten Age,Encounter,Yig's Venom,Campaign/Regular/The Forgotten Age/Encounter/Yig's Venom,TRUE,Yig's Venom,Yigs Gift,Veleno di Yig,Яд Йига,Ponzoña de Yig,Venin de Yig,,,,,Yig mérge
